Stock,Author,Title,AskingPrice,Notes,Active,Catalog #1,Catalog #2,Cost,Binding,BookType,Inscription,Publisher,Edition,Book Cond,Jckt Cond,ISBN,PubLoc,PubYr,PrivateComment,Amazon,Price,,,,,
306,Bond,"James Bond, The Legacy Poster",10,59cm x 84cm Portrait poster advertising James Bond The Legacy Book. Gold poster with five Bonds at top and slogan.,Y,8,,0,,,,Boxtree,Bond Merchandise,Fine,No Jacket,,UK,2002,,,,,,,,
307,Bond,"James Bond, The Legacy Poster",6,59cm x 84cm Portrait poster advertising James Bond The Legacy Book. Gold poster with five Bonds at top and slogan.,Y,8,,0,,,,Boxtree,Bond Merchandise,Fine,No Jacket,,UK,2002,,,,,,,,
308,Bond,James Bond: The Legacy Poster Set,30,Set of Five Bond posters featuring each of the Bonds. Each portrait poster is approx 40cm x 150cm and features black and white picture of the Bond actor along with a slogan at the top and the book title and details at the bottom. These are a little diffic,Y,8,,0,,,,Boxtree,Bond Merchandise,Fine,No Jacket,,UK,2002,,,,,,,,
337,Bond,WHS Licenced to Thrill 007 Tin,20,"Set sold by WH Smith in 2002. 007 tin comprising The Little Book of Bond"" plus a 007 minilight Keyring and 007 mini alarm clock. All in tin with 007 logo. Unopened as new",Y,8,,7.49,,,,W H Smith,Bond Merchandise,As New,No Jacket,,UK,2002,,,,,,,,
340,Bond,Shaken & Stirred CD,9,CD featuring 22 Bond tracks performed by the FilmScore Orchestra.,Y,8,,4.36,,,,Film Score Orchestra,Bond Merchandise,As New,No Jacket,,UK,2002,Stock Qty 4,,,,,,,
341,Bond,Classic James Bond Calendar 2003,10,"Te Neues 2003 Classic James Bond Calendar. As new, sealed.",Y,8,,2.5,,,,TeNeues,Bond Merchandise,As New,No Jacket,3898656357,UK,2003,,,,,,,,
435,Bond,Die Another Day Shelf bouncers,15,Set of 2 shelf bouncers for Die Another Day DVD/VHS realease May 2003,Y,8,,0,,,,,,Fine,No Jacket,,,,,,,,,,,
964,Bond,James Bond 007 Funfax,15,Filofax - features a variety of Bond 007 innards. James Bond and 007 in silver on cover with logo. Complete but without original sales sheet or bag. 1 007 sticker and 1 classfied sticker have been transplanted to one of the ID cards in the set but otherwi,Y,8,,2.49,Hard Cover,,,Dorling Kindersley,,Fine,No Jacket,754701700,UK,1999,,,,,,,,
37,"Hibbin, Sally",The Making of Licence to Kill,18,"1st UK large format soft cover. Hamlyn, 1989, VG.",Y,8,,1,Soft Cover,,,Hamlyn,First Edition,Very Good,No Jacket,600563529,UK,1989,,Y,19,,,,,
38,"Hibbin, Sally",The Making of Licence to Kill,18,"1st UK Edn large format softcover, Hamlyn, 1989, Vg.",Y,8,,1,Soft Cover,,,Hamlyn,First Edition,Very Good,No Jacket,600563529,UK,1989,,,,,,,,
35,"Johnstone, Iain",The World is Not Enough: A Companion,30,"1st UK HB, Boxtree 1999, Fine/VG. First state ISBN number differs between book and dj. v minor sticker pull on front of dj.",Y,8,,1.99,Hard Cover,,,Boxtree,First Edition,Fine,Very Good,752217992,UK,1999,,Y,25,,,,,
1197,"MacIntyre, Ben",For your eyes only: Ian Fleming & James Bond,37.24,"UK 1/1 HB, Bloomsbury 2008. F/F, Signed by Author to fep.",Y,8,,10,Hard Cover,,Signed by Author,Bloomsbury,First Edition,F,F,9780747595274,UK,2008,,Y,37.24,,,,,
278,"Nourmand, Tony",James Bond Movie Posters,38,"1st UK Hb edn, Boxtree, 2001, F/VG. Fascinating reference book on the posters and artwork over the 40 years of bond films. Really interesting for the Bondophile. Monster sized book - beware postage charges of around £6.50! DJ edges lightly rubbed.",Y,8,,12.99,Hard Cover,,,Boxtree,First Edition,Fine,Very Good,752220179,UK,2001,,Y,45,,,,,
310,Sony,Sony Die Another Day Competition Scratchcard,1.5,Sony Die Another Day Competition scratch card (unscratched!). 10.5cm x 14.5cm landscape.,Y,8,,0,,,,,Bond Merchandise,Fine,No Jacket,,UK,2002,11 copies,,,,,,,
309,The Guardian,Spygames,3,16 page mini supplement issued by The Guardian in association with Sony focusing on the gadgets and gizmo's past and present of James Bond.  ,Y,8,,0,Magazine,,,The Guardian,magazine,Fine,No Jacket,,UK,2002,4 copies,,,,,,,
311,The Sun,Countdown to 007,3,"Set of three colour centrespread articles on the Countdown to Die Another Day from The Sun (Nov 12-14 incl). Day 1 features the sex scenes, Day 2 Halle Berry and Day 3 Pierce Brosnan.",Y,8,,0,Magazine,,,The Sun,magazine,Fine,No Jacket,,UK,2002,,,,,,,,
312,The Sun,Countdown to 007,1,Colour centrespread article on the Countdown to Die Another Day from The Sun (Nov 14). Features Pierce Brosnan interview and writeup on the cars..,Y,8,,0,Magazine,,,The Sun,magazine,Fine,No Jacket,,UK,2002,2 copies,,,,,,,
42,Various,Great Spy Stories,8,"1st Club edition, Sundial 1978, VG/G. St Michael"" (Marks & Spencer) Compilation including ""Dr No"". Also includes ""The Spy who came in from the Cold"" by John Le Carre. All stories are unabridged. There are two editions of this book - this is the edition wi",Y,8,,0.99,Hard Cover,,,Sundial,Book Club (BCE/BOMC),Very Good,Good,904230708,UK,1978,,N,,,,,,
272,"Williams, Greg",Bond on Set,18,"UK 1st Pb edn, Boxtree, 2002, Fine. The pictorial accompaniment to Die Another Day",Y,8,,9.75,Soft Cover,,,Boxtree,First Paperback Edition,Fine,No Jacket,752264990,UK,2002,,N,,,,,,
273,"Williams, Greg",Bond on Set,18,"UK 1st Pb edn, Boxtree, 2002, Fine. The pictorial accompaniment to Die Another Day",Y,8,,9.75,Soft Cover,,,Boxtree,First Paperback Edition,Fine,No Jacket,752264990,UK,2002,,N,,,,,,
274,"Williams, Greg",Bond on Set,18,"UK 1st Pb edn, Boxtree, 2002, Fine. The pictorial accompaniment to Die Another Day",Y,8,,9.75,Soft Cover,,,Boxtree,First Paperback Edition,Fine,No Jacket,752264990,UK,2002,,N,,,,,,
1410,"Williams, Greg",Bond on set,9.24,"UK 1/1 HB, Boxtree 2002. Nr F / Nr F. Lightest shelf wear only",Y,8,,1.29,Hard Cover,,,Boxtree,First Edition,VG,VG,0752215612,UK,2002,,Y,9.24,,,,,
231,"Adams, Douglas",The Long Dark Tea-time of the Soul,10,"UK 1st Edn HB, Heinemann 1988, VG/VG. Book is a little rolled, DJ has small sticker mark to rear.  ",Y,9,,2.99,Hard Cover,,,William Heinemann,First Edition,Very Good,Very Good,434009210,UK,1988,,N,,,,,,
617,"Alper, Debi",Trading Tatiana,11,"UK 1st Trade Paperback, Weidenfield & Nicolson, 2004. New Book.",Y,9,,0,Trade Paperback,,,Weidenfield & Nicolson,First Edition,F,No Jacket,0297829912,UK,2004,,Y,,,,,,
334,"Armitage, Simon",Little Green Man,10,"UK uncorrected proof copy, Penguin 2001 Fine",Y,9,,1.5,Trade Paperback,Proof,,Penguin,First Edition,Fine,No Jacket,670894427,UK,2001,,Y,10,,,,,
251,"Atkins, Peter",Morningstar,12,"UK 1st edn hardback, Harper Collins, 1992, VG/VG. DJ rubbed to edges with a small nick to the top corner of the rear foldover.",Y,9,,1.5,Hard Cover,,,Harper Collins,First Edition,Very Good,Very Good,2239086,UK,1992,,Y,9.97,,,,,
32,"Bachman, Richard",Thinner,8,"2nd Imp UK, NEL, 1985, G/G. 5th novel by Stephen King under Bachman pseudonym. Book is a little loose at title page, staining to rep, some browning to page edges. Dj has some staining to bottom edge.",Y,9,,12,Hard Cover,,,New English Library,2nd Impression,Good,Good,450061337,UK,1985,,Y,7.5,,,,,
33,"Bachman, Richard",The Regulators,12,"1st UK HB, Hodder & Stoughton, 1996, Vg/VG. Novel by Stephen King issued under pseudonym of Richard Bachman, issued simultaneously with King novel Desperation"". minor rubbing to top edge of dj.""",Y,9,,1.5,Hard Cover,,,Hodder & Stoughton,First Edition,Very Good,Very Good,340671769,UK,1996,,Y,10.25,,,,,
72,"Baddiel, David",Time for Bed,8,"1st UK Advance bound proof, Little,Brown 1996, Good. Pictoral card wraps as issued, a little bumped and rubbed with a small 1cm tear to base of spine and front cover.",Y,9,,0.4,Trade Paperback,Proof,,"Little, Brown",First Edition,Good,No Jacket,316876712,UK,1996,,Y,4.99,,,,,
411,"Baker, John",White Skin Man,10,"UK uncorrected proof copy, Orion 2003 Fine in card wraps",Y,9,,0,Trade Paperback,,,Orion,First Edition,Fine,No Jacket,752847481,UK,2003,,Y,8.99,,,,,
8,"Barrowcliffe, Mark",Infidelity for First-time Fathers,6,"1st UK PBO, Headline 2001, VG. Some minor creasing to spine.",Y,9,,1.99,Trade Paperback,,,Headline,First Edition,Very Good,No Jacket,747271038,UK,2001,,N,,,,,,
1380,"Black, Ingrid",the dead ,8.74,"UK Uncorrected proof, Headline 2003. Fine condition, trade paperback format as issued with card covers",Y,9,,1.29,Trade Paperback,Proof,,Headline,First Edition,F,No Jacket,0755307011,UK,2003,,Y,8.74,,,,,
462,"Blake, Victoria",Bloodless Shadow,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",Y,9,,0,Trade Paperback,Proof,,Orion,First Edition,Fine,No Jacket,752860518,UK,2003,,Y,6.98,,,,,
1420,"Blincoe, Nicholas",White mice,12.24,"UK Uncorrected proof copy, Sceptre2002. Fine condition, paperback format as issued",Y,9,,0,Trade Paperback,Proof,,Sceptre,First Edition,F,No Jacket,0340750464,UK,2002,,Y,12.24,,,,,
1482,"Bonansinga, Jay",The Black Mariah,3.24,"UK 1st thus pb, 1st impression. Orion 1997. VG condition, light wear to edges and creasing to spine.",Y,9,,0.6,Mass Market Paperback,,,Orion,1st thus,VG,No Jacket,1857979532,UK,1997,,Y,3.24,,,,,
217,"Bonansinga, Jay R",Sick,5,1st UK Trade paperback Orion 1995. VG,Y,9,,1,Trade Paperback,,,Orion,First Paperback Edition,Very Good,No Jacket,752804731,UK,1995,,Y,4.49,,,,,
229,"Bowker, David",From Stockport with Love,10,"UK 1st PBO, Sceptre 1999, fine. Wonderful Bond related novel. John Bryce rekindles his fascination with 007 on the night his son is born, but when the baby is diagnosed with a heart defect, Bryce lets fantasy and reality merge and goes on a mission ....  ",Y,9,,2.99,Trade Paperback,,,Sceptre,First Edition,Fine,No Jacket,340738537,UK,1999,,Y,9,,,,,
1211,"Brooks, Terry",The tangle box,7.24,"UK 1/1 HB, Legend 1994. VG/VG",Y,9,,1,Hard Cover,,,Legend,First Edition,VG,VG,0099314312,UK,1994,,Y,7.24,,,,,
466,"Burke, Alafair",Judgment Calls,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",Y,9,,0,Trade Paperback,Proof,,Orion,First Edition,Fine,No Jacket,752857142,UK,2003,,Y,6.5,,,,,
621,"Burke, Alafair",Missing Justice,10,"UK Uncorrected Proof, Orion 2004. Fine in card wraps as issued.",Y,9,,0,Trade Paperback,Proof,,Orion,First Edition,F,No Jacket,0752857169,UK,2004,,Y,,,,,,
524,"Burke, James Lee",Bitterroot,6.99,"UK 1st edn HB, Orion 2001. VG/VG. Light creasing & bumping to edges.",Y,9,,1.49,Hard Cover,,,Orion,First Edition,VG,VG,752841548,UK,2001,,Y,6.49,,,,,
465,"Burke, Richard",Frozen,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",Y,9,,0,Trade Paperback,Proof,,Orion,First Edition,Fine,No Jacket,752857673,UK,2003,,Y,6.98,,,,,
464,"Carlotto, Massimo",The Colombian Mule,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",Y,9,,0,Trade Paperback,Proof,,Orion,First Edition,Fine,No Jacket,752857339,UK,2003,,Y,6.5,,,,,
328,"Carroll, Jonathan",White Apples,12,"Uncorrected Bound proof/ARC Tor 2003, Fine.",Y,9,,0,Three-Quarter Leather,Proof,,Tor,First Edition,Fine,No Jacket,033398983x,UK,2003,,Y,12,,,,,
422,"Carver, Caroline",Dead Heat,10,"UK 1st Trade Paperback, Orion 2003. Fine.",Y,9,,0,Trade Paperback,,,Orion,First Trade Paperback Edition,Fine,No Jacket,752856960,UK,2003,,Y,6.99,,,,,
700,"Chisnell, Mark",The Delivery,9,"UK Uncorrected Book Proof, Century 1996. Light rubbing to edges.",Y,9,,1,Trade Paperback,Proof,,Century,First Edition,VG,No Jacket,071267554x,UK,1996,,Y,8,,,,,
98,"Clarke, Arthur C",The Sands of Mars,7.24,"1st UK Paperback, Pan 1964, Fine. Very minor marking to spine edges and a single minor stain to base of rear cover.",Y,9,,1,Mass Market Paperback,,,Pan,First Paperback Edition,Fine,No Jacket,,UK,1964,,Y,7.24,,,,,
1609,"Cleave, Chris",Incendiary,9.98,"UK uncorrected proof copy, Chatto and Windus 2005. Trade paperback format with pub details to rear of white card covers. Fine condition. ",Y,9,,1.5,Trade Paperback,Proof,,Chatto and Windus,First Edition,Fine,No Jacket,0701179058,UK,2005,,Y,9.98,,,,,
467,"Cohen, Stuart Archer",The Stone Angels,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",Y,9,,0,Trade Paperback,Proof,,Orion,First Edition,Fine,No Jacket,752857142,UK,2003,,Y,6.5,,,,,
21,"Colapinto, John",About the Author,12,"1st UK Uncorrected Proof copy, 4th Estate, 2001, VG. In card wraps as issued.",Y,9,,2.49,Soft Cover,Proof,,Fourth Estate,First Edition,Very Good,No Jacket,1841156396,UK,2001,,Y,12,,,,,
684,"Collins, Dan",How it ends,4.24,"UK 1st Uncorrected Proof Copy, Jonathan Cape 2003, F. B&W card wraps as issued. Lightest rubbing to edges only.",Y,9,,0.69,Mass Market Paperback,Proof,,Jonathan Cape,First Edition,VG,No Jacket,0224069276,UK,2003,,Y,4.24,,,,,
1052,"Coney, Michael G",The girl with a symphony in her fingers,7.24,"UK 1/1 HB, Elmfield 1975. VG/VG, wear to edges, 1.5cm split to front foldover edge. DJ has Josh Kirby artwork",Y,9,,0.1,Hard Cover,,,Elmfield Press,First Edition,VG,VG,0705700569,UK,1975,,Y,7.24,,,,,
7,"Connolly, Joseph",Summer Things,9,"1st UK PBO, Faber & Faber, 1998, G/VG. Artwork by Simon Bartram on dj. Book rubbed to edges and creases on spine. Bumping to top edge of spine on dj.",Y,9,,1.5,Soft Cover,,,Faber & Faber,First Edition,Good,Very Good,571190766,UK,1998,,Y,9,,,,,
469,"Connor, John",Phoenix,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",Y,9,,0,Trade Paperback,Proof,,Orion,First Edition,Fine,No Jacket,752857746,UK,2003,,Y,6.98,,,,,
470,"Corbett, David",The Devil's Redhead,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",Y,9,,0,Trade Paperback,Proof,,Orion,First Edition,Fine,No Jacket,752860089,UK,2003,,Y,6.98,,,,,
76,"Cornwell, Patricia",Black Notice,10,"1st UK HB, Little,Brown 1999, VG/VG. Bumped to top of spine, otherwise vg.",Y,9,,1,Hard Cover,,,"Little, Brown",First Edition,Very Good,Very Good,316646377,UK,1999,,N,,,,,,
155,"Cornwell, Patricia",Southern Cross,10,"Uk 1st HB. Little,Brown 1999. (VG/VG). Bumped and rubbed to edges, small stain to inside of dustjacket at base of spine. ",Y,9,,0.4,Hard Cover,,,"Little, Brown",First Edition,Very Good,Very Good,316846791,UK,1999,,N,,,,,,
393,"Cray, David",Little Girl Blue,10,"UK 1st Trade Paperback, Orion 2003. Fine.",Y,9,,0,Trade Paperback,,,Orion,First Trade Paperback Edition,Fine,No Jacket,,UK,2003,,Y,8,,,,,
982,"Davis, Lindsey",Saturnalia,12.24,"UK uncorrected proof, Century 2007. F, lightest of wear to edges only.",Y,9,,0.5,Trade Paperback,Proof,,Century,First Edition,F,No Jacket,9781846050343,UK,2007,,Y,12.24,,,,,
108,"Deighton, Len",Berlin Game,10,"1st UK HB, Hutchinson, 1983, VG/VG. Very light rubbing and bumping.",Y,9,,1,Hard Cover,,,Hutchinson,First Edition,Very Good,Very Good,91541905,UK,1983,,N,,,,,,
333,"Demille, Nelson",Up Country,10,"UK 1st Edn Trade paperback, Little,Brown 2002 Fine.",Y,9,,0,Trade Paperback,,,"Little, Brown",First Trade Paperback Edition,Fine,No Jacket,316848107,UK,2002,,Y,8.5,,,,,
500,"Diamond, Sarah",Cold Town,14,"UK 1st edn HB, Orion 2001. VG/F. Slight marking to outside front cover, otherwise fine.",Y,9,,2.99,Hard Cover,,,Orion,First Edition,VG,Fine,752837850,UK,2001,,n,,,,,,
1652,"Donnelly, Joe",Bane,7.2,"UK 1/1 HB, Barrie & Jenkins 1989. F/F, lightest shelfwear only",Y,9,,1.5,Hard Cover,,,Barrie & Jenkins,First Edition,Fine,Fine,0712620931,UK,1989,,Y,7.2,,,,,
22,"Duffy, Stella",Fresh Flesh,6,"1st UK PBO, Serpent's Tail, 1999, VG. Single crease to spine.",Y,9,,1.99,Soft Cover,,,Serpent's Tail,First Edition,Very Good,No Jacket,1852426160,UK,1999,,Y,5.99,,,,,
109,"Elton, Ben",Inconceivable,10,"1st UK HB, Bantam, 1999, VG/VG. Very light bumping and rubbing.",Y,9,,0.99,Hard Cover,,,Bantam Press,First Edition,Very Good,Very Good,593044797,UK,1999,,N,,,,,,
1336,"Fairstein, Linda",Likely to die,7.24,"UK 1/1HB, Little Brown 1997. VG/VG, light wear, gold lettering to DJ is worn in places. Tidy first edition overall",Y,9,,0.4,Hard Cover,,,Little Brown,First Edition,VG,VG,0316641545,UK,1997,,Y,7.24,,,,,
1427,"Fairstein, Linda",The Deadhouse,6.24,"UK 1/1 HB, Little Brown 2001. VG/VG",Y,9,,1,Hard Cover,,,Little Brown,First Edition,VG,VG,0316646288,UK,2001,,Y,6.24,,,,,
1428,"Fairstein, Linda",Likely to die,7.24,"UK 1/1 HB, Little Brown 1997. VG/VG",Y,9,,1,Hard Cover,,,Little Brown,First Edition,VG,VG,0316641545,UK,1997,,D,,,,,,
1445,"Fairstein, Linda",Entombed,7.24,"UK 1/1 HB, Little Brown 2004. VG/VG with light wear to edges",Y,9,,2,Hard Cover,,,Little Brown,First Edition,VG,VG,0316726842,UK,2004,,Y,7.24,,,,,
1446,"Fairstein, Linda",The Bone Vault,6.24,"UK 1/1 HB, Little Brown 2003. VG/VG, light wear and v slight lean",Y,9,,1.5,Hard Cover,,,Little Brown,First Edition,VG,VG,0316860034,UK,2003,,Y,6.24,,,,,
267,"Farris, John",The Axeman Cometh,5,"UK 1st HB edn, Hodder & Stoughton, 1990, F/VG. DJ top edge lightly rubbed.",Y,9,,0.79,Hard Cover,,,Hodder & Stoughton,First Edition,Fine,Very Good,340522267,UK,1990,,Y,4.99,,,,,
70,"Francis, Dick",10lb Penalty,10,"1st UK HB, Michael Joseph, 1997, VG/VG. Light bumping and rubbing to dj and book otherwise vg.",Y,9,,0.99,Hard Cover,,,Michael Joseph,First Edition,Very Good,Very Good,718142454,UK,1997,,N,,,,,,
608,"Francis, Dick",Field of 13,8,"UK 1st edn HB, Michael Joseph, 1998. VG/VG. Light rubbing to edges",Y,9,,1,Hard Cover,,,Michael Joseph,First Edition,VG,VG,0718143515,UK,1998,,Y,,,,,,
609,"Francis, Dick",To the hilt,8,"UK 1st edn HB, Michael Joseph, 1996. VG/VG. Light rubbing to edges",Y,9,,1,Hard Cover,,,Michael Joseph,First Edition,VG,VG,071813754x,UK,1996,,Y,,,,,,
610,"Francis, Dick",Second wind,8,"UK 1st edn HB, Michael Joseph, 1999. VG/VG. Light rubbing to edges",Y,9,,1,Hard Cover,,,Michael Joseph,First Edition,VG,VG,0718144082,UK,1999,,Y,4.24,,,,,
1149,"Fyfield, Frances",Blind Date,7.24,"UK Uncorrected Proof, Bantam Press 1998.Trade paperback format, Nr Fine condition with lightest of wear only.",Y,9,,0,Trade Paperback,Proof,,Bantam Press,First Edition,F,No Jacket,059304102x,UK,1998,,Y,7.24,,,,,
1606,"Gardner, Craig Shaw",A bad day for Ali Baba,7.24,"UK 1/1 PBO, Headline 1991. Trade paperback original with Josh Kirby artwork to cover. VG+ condition with light wear to spine and edges",Y,9,,2,Trade Paperback,,,Headline,First Edition,VG,No Jacket,0747279594,UK,1991,,Y,7.24,,,,,
1447,"Geary, Joseph",Spiral,7.24,"UK 1/1 HB, Simon and Schuster 2003. F/F New book",Y,9,,2,Hard Cover,,,Simon and Schuster,First Edition,F,F,0743232038,UK,2003,,Y,7.24,,,,,
10,"Gray, Muriel",Furnace,9,"1st UK, Harper Collins, 1997. Uncorrected Book Proof, Vg",Y,9,,0.99,Soft Cover,Proof,,Harper Collins,First Edition,Very Good,No Jacket,2253135,UK,1997,,Y,9.99,,,,,
1607,"Hamilton, Andy & Beaton, Alistair",Drop the dead donkey 2000,7.24,"UK 1/1 HB, Little Brown 1994. VG+/VG+ condition, light wear to edges only.",Y,9,,0,Hard Cover,,,Little Brown,First Edition,VG,VG,0316912360,UK,1994,,Y,7.24,,,,,
463,"Hamilton, Denise",The Jasmine Trade,7,"UK Uncorrected Proof, Orion 2003. Fine in card wraps as issued.",Y,9,,0,Trade Paperback,Proof,,Orion,First Edition,Fine,No Jacket,752857185,UK,2003,,Y,6.98,,,,,
620,"Hamilton, Denise",Sugar Skull,10,"UK Uncorrected Proof, Orion 2004. Fine in card wraps as issued.",Y,9,,0,Trade Paperback,Proof,,Orion,First Edition,F,No Jacket,0752860577,UK,2004,,Y,,,,,,
492,"Hamilton, Steve",Blood is the sky,11,"UK 1st edn HB, Orion 2003. F/VG. Small crease and 1cm tear to rear bottom DJ edge, otherwise fine.",Y,9,,0,Hard Cover,,,Orion,First Edition,Fine,VG,752852760,UK,2003,,Y,8,,,,,
1443,"Harrison, Colin",The Havana Room,7.24,"UK 1/1 HB, Bloomsbury 2004. F/F, light shelfwear only.",Y,9,,2,Hard Cover,,,Bloomsbury,First Edition,F,F,0747571864,UK,2004,,Y,7.24,,,,,
404,"Haslam, Chris",Twelve Step Fandango,10,"UK uncorrected proof copy, Abacus 2003 Fine",Y,9,,0,Trade Paperback,Proof,,Abacus,First Edition,Fine,No Jacket,349115907,UK,2003,,Y,8,,,,,
107,"Hawes, James",Rancid Aluminium,10,"1st UK PBO, Cape 1997, VG. Paperback Original - this has no Dj but some were issued with one apparently. Very light creasing to spine, otherwise fine. ",Y,9,,3.5,Trade Paperback,,,Jonathan Cape,First Edition,Very Good,No Jacket,022404396x,UK,1997,,Y,10,,,,,
634,"Hawes, James","White Powder, Green Light",10,"UK PBO 1st Edn, 1st Imp. Cape 2002. VG. Very light creasing to spine otherwise Fine condition.",Y,9,,0,Trade Paperback,,,Jonathan Cape,First Edition,VG,No Jacket,0224063227,UK,2002,,Y,,,,,,
790,"Hightower, Lynn",High Water,7.99,"UK 1/1 HB, Hodder & Stoughton 2002. VG/VG, rubbing to edges and top of spine.",Y,9,,0.79,Hard Cover,,,Hodder & Stoughton,First Edition,VG,VG,0340792396,UK,2002,,Y,7.99,,,,,
62,"Hine, Al",Help - The Beatles,12.24,"1st UK PBO, Mayflower Dell, 1965, VG. The story of the film with 8 pages of black and white stills. Very slight creasing to the spine & v slight lean.",Y,9,,0.99,Mass Market Paperback,,,Mayflower Dell,First Edition,Fine,No Jacket,,UK,1965,,Y,12.24,,,,,
1423,"Holt, Thomas",A Song for Nero,6.24,"UK 1/1 HB, Little Brown 2003. F/F. ",Y,9,,0.75,Hard Cover,,,Little Brown,First Edition,F,F,0316861138,UK,2003,,Y,6.24,,,,,
1383,"Holt, Tom",Open Sesame,7.24,"UK 1/1 HB, Orbit 1997. VG/VG condition, light wear to edges. ",Y,9,,2,Hard Cover,,,Orbit,First Edition,VG,VG,1857234766,UK,1997,,Y,7.24,,,,,
1384,"Holt, Tom",Only Human,12.24,"UK 1/1 HB, Orbit 1999. VG/VG condition, light wear to edges. DJ price crossed out",Y,9,,1.99,Hard Cover,,,Orbit,First Edition,VG,VG,1857236939,UK,1999,,Y,12.24,,,,,
1424,"Holt, Tom",The Portable door,7.24,"UK 1/1 HB, Orbit 2003. VG/VG, light wear to edges only.",Y,9,,0.99,Hard Cover,,,Orbit,First Edition,VG,VG,1841491586,UK,2003,,Y,7.24,,,,,
1426,"Holt, Tom",Nothing but blue skies,4.24,"UK 1/1 HB, Orbit 2001. F/F.",Y,9,,0.99,Hard Cover,,,Orbit,First Edition,F,F,1841490407,UK,2001,,Y,4.24,,,,,
1503,"Holt, Tom",Flying Dutch,7.24,"UK 1st thus pb, 1st impression. Orbit 1992. Nr Fine condition with light shelfwear only. Nice item featuring Josh Kirby artwork to covers.",Y,9,,1.69,Mass Market Paperback,,,Orbit,1st thus,Fine,No Jacket,1857230175,UK,1992,,Y,7.24,,,,,
1504,"Holt, Tom",Valhalla,4.24,"UK 1st thus pb, 1st impression. Orbit 2001. Fine condition",Y,9,,5.99,Mass Market Paperback,,,Orbit,1st thus,Fine,No Jacket,1841490423,UK,2001,,Y,4.24,,,,,
1605,"Holt, Tom",My hero,10.24,"UK 1/1 HB, Orbit 1996. Nr F / Nr F, light shelfwear only",Y,9,,1.25,Hard Cover,,,Orbit,First Edition,Nr Fine,Nr Fine,1857233654,UK,1996,,Y,10.24,,,,,
1546,"Horsting, J & Van Hise J",Midnight Graffiti,4.24,"USA 1/1 PBO, Warner 1992. VG condition, light wear to spine and edges.",Y,9,,1,Mass Market Paperback,,,Warner Books,First Edition,VG,No Jacket,0446363073,USA,1992,,Y,4.24,,,,,
1378,"Hughes, Declan",The wrong kind of blood,12.24,"UK 1/1 HB, John Murray 2006. F/F, lightest shelf wear only",Y,9,,2.95,Hard Cover,,,John Murray,First Edition,F,F,0719567459,UK,2006,,Y,12.24,,,,,
392,"Hunter, Evan",The Moment She Was Gone,9,"UK 1st HB, Orion 2002. F/F. aka Ed McBain",Y,9,,0,Hard Cover,,,Orion,First Edition,Fine,Fine,752857118,UK,2002,,Y,8.99,,,,,
619,"Hurley, Graham",Cut to Black,10,"UK Uncorrected Proof, Orion 2004. Fine in colour wraps as issued.",Y,9,,0,Trade Paperback,Proof,,Orion,First Edition,F,No Jacket,0752850989,UK,2004,,Y,,,,,,
603,"Ingham, Sarah",Parallel turns,9,"UK 1st edn HB, Hodder & Stoughton 1999. VG/VG",Y,9,,0.69,Hard Cover,,,Hodder & Stoughton,First Edition,VG,VG,0340751576,UK,1999,,Y,,,,,,
120,"James, Donald",Vadim,10,"1st UK Uncorrected proof copy, Century, 2001 VG. Pictorial card wraps as issued. Book is fine other than a couple of minor  stabs"" to the back cover affecting a few of the inner pages but not affecting text.""",Y,9,,1,Trade Paperback,Proof,,Century,First Edition,Very Good,No Jacket,712684425,UK,2001,,Y,8.96,,,,,
331,"James, Donald",The Fortune Teller,10,"UK 1st Edn HB, Century 1999, Fine/Fine. Signed to Title Page. V Slight rubbing to DJ edges otherwise fine.",Y,9,,2.99,Hard Cover,,Signed by Author,Century,First Edition,Fine,Fine,712679596,UK,1999,,Y,9.52,,,,,
1419,"Jones, Liz",The Exmoor Files,10.24,"UK 1/4 HB, Weidenfield and Nicolson 2009. Signed by author to title page.VG/VG, light wear and very slight lean.",Y,9,,0,Hard Cover,,Signed by Author,Weidenfield and Nicolson,Reprint,VG,VG,9780297854432,UK,2009,,Y,10.24,,,,,
1294,"Jones, Terry",The Knight and the Squire,12.99,"UK 1/1 HB, Pavilion 1997. Nr F / Nr F, light wear to edges only.",Y,9,,1,Hard Cover,,,Pavilion,First Edition,Nr F,Nr F,1862050449,UK,1997,,Y,12.99,,,,,
489,"Jordan, Pat",A.K.A Sheila Doyle,9.99,"UK 1st Edn Trade paperback, Orion 2004 Fine.",Y,9,,0,Trade Paperback,,,Orion,First Edition,Fine,No Jacket,752856030,UK,2004,,,,,,,,
