Stock,Author,Title,AskingPrice,Notes,Active,Catalog #1,Catalog #2,Cost,Binding,BookType,Inscription,Publisher,Edition,Book Cond,Jckt Cond,ISBN,PubLoc,PubYr,PrivateComment,Amazon,Price,,,,,
499,"Marshall, Michael",The Lonely Dead,17.24,"UK 1st edn HB, Harper Collins 2004. F/F.",Y,1,,6.97,Hard Cover,,,Harper Collins,First Edition,Fine,Fine,0007163940,UK,2004,,n,,,,,,
594,"Marshall, Michael",The Lonely Dead,12.24,"UK 1st edn HB, Harper Collins 2004. VG/VG. Light rubbing to edges only.",Y,1,,1,Hard Cover,,,Hodder & Stoughton,First Edition,VG,VG,0007163940,UK,2004,,N,,,,,,
1079,"Marshall, Michael",The Intruders,22.24,"UK 1/1 HB, Harper Collins 2007. Signed by author to title page. VG/VG, light wear only.",Y,1,,0.69,Hard Cover,,Signed by Author,Harper Collins,First Edition,VG,VG,9780007209972,UK,2007,,Y,22.24,,,,,
1155,"Marshall, Michael",Blood of Angels,17.24,"UK 1/1 HB. Harper Collins 2005. F/F, Lightest wear to edges only.",Y,1,,1,Hard Cover,,,Harper Collins,First Edition,F,F,0007163967,UK,2005,,N,,,,,,
1206,"Marshall, Michael",The Straw Men,12.24,"UK 1/1 HB, Harper Collins 2002. VG/VG, light wear to top edge of dj. ",Y,1,,1,Hard Cover,,,Harper Collins,First Edition,VG,VG,0002256010,UK,2002,,Y,12.24,,,,,
1472,"Marshall, Michael",The Lonely Dead,22.24,"UK Uncorrected proof copy, Harper Collins 2004. Trade paperback format as issued, publication details to rear cover. Nr fine condition, light shelfwear only. ",Y,1,,2,Trade Paperback,Proof,,Harper Collins,First Edition,Nr F,No Jacket,0007163940,UK,2004,,Y,22.24,,,,,
739,"McGee, James",Ratcatcher,19.99,"UK 1/1 HB, Harper Collins 2005, F/F. Signed by Author to title page",Y,1,,8,Hard Cover,,Signed by Author,Harper Collins,First Edition,F,F,0007212666,UK,2006,,Y,19.99,,,,,
847,"Meltzer, Brad",The Millionaires,27.24,"USA 1/1 HB, Warner 2002. Signed & Dated by author to title page. VG/VG light rubbing only",Y,1,,2,Hard Cover,,Signed by Author,Warner,First Edition,VG,VG,0446527297,USA,2002,,Y,27.24,,,,,
1185,"Meltzer, Brad",The Zero Game,27.24,"UK Uncorrected Bound Manuscript proof, Hodder & Stoughton 2004. Fine condition, trader paperback format with card covers as issued.",Y,1,,0.75,Trade Paperback,,,Hodder & Stoughton,First Edition,F,No Jacket,0340825014,UK,2004,,Y,27.24,,,,,
1637,"Meyer, Stephenie",The Host,122.2,"UK pre pub pro of copy, Sphere 2008. Trade paperback format with format details to rear. VG condition, light wear to edges and two creases to spine. Light surface wear to glossy covers. Lovely rare item. Reliable service from Crime and Thriller specialist",Y,1,,2,Trade Paperback,Proof,,Sphere,First Edition,VG,No Jacket,9781847441836,UK,2008,,Y,122.2,,,,,
146,"Morris, Mark",Stitch,12.24,"UK 1st HB, Piatkus, 1991 (VG/VG). light crease on spine of dj and lightly rubbed to edges.",Y,1,,1,Hard Cover,,,Piatkus,First Edition,Very Good,Very Good,749900458,UK,1991,,Y,12.24,,,,,
519,"Morris, Mark",Toady,17.24,"UK 1st edn HB, Piatkus 1989. VG/VG. Light rubbing & bumping, otherwise vg.",Y,1,,0.5,Hard Cover,,,Piatkus,First Edition,VG,VG,861888553,UK,1989,,Y,17.24,,,,,
1397,"Morris, Mark",Doctor Who: Deep Blue,12.24,"UK 1/1 PBO, BBC 1999. Fine condition, as new and unread",Y,1,,0.99,Mass Market Paperback,,,BBC,First Edition,F,No Jacket,0563555718,UK,1999,,Y,12.24,,,,,
1464,"Morris, Mark",Stitch,17.24,"UK 1st HB, Piatkus, 1991 (F/F). Light shelfwear only.",Y,1,,2,Hard Cover,,,Piatkus,First Edition,F,F,0749900458,UK,1991,,D,,,,,,
1465,"Morris, Mark",Toady,22.24,"UK 1st edn HB, Piatkus 1989. F/F.",Y,1,,0.5,Hard Cover,,,Piatkus,First Edition,F,F,0861888553,UK,1989,,D,,,,,,
1610,"Morris, Mark",Close to the bone,12.24,"UK 1/1 HB, Piatkus 1995. F / Nr F, lightest of wear to DJ edges only. ",Y,1,,0.99,Hard Cover,,,Piatkus,First Edition,Fine,Nr Fine,0749902779,UK,1995,,Y,12.24,,,,,
932,"Mosley, Walter",A little yellow dog,17.25,"USA 1/1HB, Norton 1996. Signed by author to title page. VG/VG, wear to edges, light bumping to top & bottom of spine. Autographed copy sticker to front cover.",Y,1,,1.25,Hard Cover,,Signed by Author,Norton,First Edition,VG,VG,0393039242,UK,1996,,Y,17.24,,,,,
1463,"Nicolson, Geoff",Footsucker,22.24,"USA 1/1 HB, Overlook 1996. Nr F / Nr F, some colour staining from cloth binding to inside of DJ, not visible externally. Other Fine condition",Y,1,,1.75,Hard Cover,,,The Overlook Press,First Edition,Nr F,Nr F,0879516801,USA,1996,,Y,22.24,,,,,
148,"O'Connell, Carol",Mallory's Oracle,17.24,"UK 1st, uncorrected proof copy, Hutchinson, 1994, Fine. Black and white card wraps as issued. A couple of very minor creases otherwise fine.",Y,1,,0.49,Trade Paperback,Proof,,Hutchinson,First Edition,Fine,No Jacket,009178638x,UK,1994,,Y,17.24,,,,,
1205,"O'Connell, Carol",Mallory's Oracle,12.24,"UK 1/1 HB, Hutchinson 1994. Signed by author to title page. F/F, light wear only to reflective silver DJ. ",Y,1,,2.5,Hard Cover,,Signed by Author,Hutchinson,First Edition,F,F,009178638x,UK,1994,,Y,12.24,,,,,
818,"Patterson, James",When the Wind Blows,12.24,"UK 1st edn HB, Headline, 1998, F/F.",Y,1,,1.99,Hard Cover,,,Headline,First Edition,Fine,Very Good,747220239,UK,1998,,Y,12.24,,,,,
862,"Patterson, James",Black Market,25,"UK 1st thus PB, NEL/Coronet 1987. Signed by author to title page. VG condition, light wear only.",Y,1,,0,Mass Market Paperback,,Signed by Author,Coronet,First Paperback Edition,VG,No Jacket,0450402266,UK,1987,,Y,,,,,,
1456,"Patterson, James",Santa Kid,22.24,"UK 1/1 HB, Headline 2004. Signed by James Patterson to title page. F/F condition new book, with original poster included",Y,1,,9.99,Hard Cover,,Signed by Author,Headline,First Edition,F,F,0755322045,UK,2004,,Y,22.24,,,,,
1457,"Patterson, James",The Lake House,32.24,"UK 1/1 HB, Headline 2003. Signed by James Patterson to title page. VG/VG, light marking to page bottoms only.",Y,1,,1,Hard Cover,,Signed by Author,Headline,First Edition,VG,VG,0755300262,UK,2003,,Y,32.24,,,,,
1458,"Patterson, James",2nd chance,7.24,"UK 1/1 HB, Headline 2002. F/F, light shelfwear only.",Y,1,,1,Hard Cover,,,Headline,First Edition,F,F,0747263507,UK,2002,,Y,7.24,,,,,
1459,"Patterson, James",Violets are blue,22.24,"UK 1/1 HB, Headline 2001. Signed by James Patterson to title page. F/F condition",Y,1,,1,Hard Cover,,Signed by Author,Headline,First Edition,F,F,0747263485,UK,2001,,Y,22.24,,,,,
1460,"Patterson, James",1st to die,7.24,"UK 1/1 HB, Headline 2001. Nr F / Nr F, light shelfwear only",Y,1,,1,Hard Cover,,,Headline,First Edition,Nr F,Nr F,0747263477,UK,2001,,Y,7.24,,,,,
1461,"Patterson, James",Roses are red,32.24,"UK 1/1 HB, Headline 2000. Signed by James Patterson to title page. F/F condition, light shelfwear only",Y,1,,1,Hard Cover,,Signed by Author,Headline,First Edition,F,F,0747263469,UK,2000,,Y,32.24,,,,,
1466,"Patterson, James",Susanne's diary for Nicholas,12.24,"UK 1/1 HB, Headline 2001. VG/VG, light shelfwear and v gentle lean",Y,1,,1,Hard Cover,,,Headline,First Edition,VG,VG,0747269297,UK,2001,,Y,12.24,,,,,
1571,"Patterson, James",Kiss the girls,37.24,"UK 1/1 HB, Harper Collins 1995. (UK first hardback edition with different cover - note the Amazon image is the US cover artwork). F/VG, light wear to DJ",Y,1,,1.5,Hard Cover,,,Harper Collins,First Edition,Fine,VG,0002241277,UK,1995,,Y,37.24,,,,,
1586,"Patterson, James",Pop goes the weasel,42.24,"UK 1/1HB, Headline 1999. Signed by James Patterson to title page. Nr F / Nr F condition, light shelfwear to edges",Y,1,,1,Hard Cover,,Signed by Author,Headline,First Edition,Nr Fine,Nr Fine,0747220247,UK,1999,,Y,42.24,,,,,
1587,"Patterson, James",Cat and mouse,17.24,"UK 1/1HB, Headline 1997. Signed by James Patterson to title page. VG/VG condition, light wear to edges.",Y,1,,1,Hard Cover,,Signed by Author,Headline,First Edition,Nr Fine,Nr Fine,0747220220,UK,1997,,Y,17.24,,,,,
1588,"Patterson, James",When the Wind Blows,37.24,"UK 1/1 HB, Headline 1998. Signed by James Patterson to title page. VG/VG, light wear only",Y,1,,1,Hard Cover,,Signed by Author,Headline,First Edition,VG,VG,0747220239,UK,1998,,Y,37.24,,,,,
1589,"Patterson, James",Kiss the girls,37.24,"UK uncorrected proof copy, Harper Collins 1995. Trade paperback format with pub details to rear of red card covers. VG+ condition, light wear to edges and spine. Lovely rare item",Y,1,,3.99,Trade Paperback,Proof,,Harper Collins,First Edition,VG,No Jacket,0002241277,UK,1995,,Y,37.24,,,,,
1590,"Patterson, James",Black market,47.24,"UK limited pre publication advvance readers copy, Hodder and Stoughton 1986. Trade paperback format with pub details to rear of card covers. Nr Fine condition, lovely rare item",Y,1,,11.1,Trade Paperback,Proof,,Hodder & Stoughton,First Edition,Nr Fine,No Jacket,0340393610,UK,1986,,Y,47.24,,,,,
1591,"Patterson, James",The big bad wolf,7.24,"UK 1/1 HB, Headline 2003. VG/VG, light shelfwear only",Y,1,,1,Hard Cover,,,Headline,First Edition,VG,VG,0755300211,UK,2003,,Y,7.24,,,,,
1592,"Patterson, James",Sam's letters to Jennifer,32.24,"UK 1/1 HB, Headline 2004. Signed by James Patterson to title page. F/F, light shelfwear only. ",Y,1,,1,Hard Cover,,Signed by Author,Headline,First Edition,Fine,Fine,0755305728,UK,2004,,Y,32.24,,,,,
1593,"Patterson, James",Third degree,7.24,"UK 1/1 HB, Headline 1991. F/F, light shelfwear only",Y,1,,1,Hard Cover,,,Headline,First Edition,Fine,Fine,0755300238,UK,2004,,Y,7.24,,,,,
1594,"Patterson, James",Fourth of July,7.24,"UK 1/1 HB, Headline 1991. F/Nr F, light shelfwear and v minor chip to rear top foldover only",Y,1,,1,Hard Cover,,,Headline,First Edition,Fine,Nr Fine,0755305817,UK,2005,,Y,7.24,,,,,
1335,"Paver, Michelle",Spirit Walker,8.24,"UK 1/1HB, Orion 2005. Signed by Michelle Paver to title page with scarcer full signature. F/F, light shelfwear only.",Y,1,,1.49,Hard Cover,,Signed by Author,Orion,First Edition,F,F,184255171x,UK,2005,,Y,8.24,,,,,
1157,"Peterson, Will",Triskellion,12.24,"UK 1/1 PBO, Walker Books 2008. Fine, New Book. Pseudonym for Mark Billingham & Peter Cocks",Y,1,,6.99,Mass Market Paperback,,,Walker Books,First Edition,F,No Jacket,9781406307092,UK,2008,,N,,,,,,
1158,"Peterson, Will",Triskellion,12.24,"UK 1/1 PBO, Walker Books 2008. Fine, New Book. Pseudonym for Mark Billingham & Peter Cocks",Y,1,,6.99,Mass Market Paperback,,,Walker Books,First Edition,F,No Jacket,9781406307092,UK,2008,,N,,,,,,
1182,"Peterson, Will",Triskellion,27.24,"UK Uncorrected proof, Walker Books 2008. F condition. ",Y,1,,3.99,Mass Market Paperback,,,Walker Books,First Edition,F,No Jacket,9781406307092,UK,2008,,Y,27.24,,,,,
1318,"Peterson, Will",Triskellion 2: The Burning,17.24,"UK 1/1 PBO, Walker Books 2009. Second in childrens series, pseudonym for Mark Billingham and Peter Cocks",Y,1,,6.99,Mass Market Paperback,,,Walker Books,First Edition,F,No Jacket,9781406307108,UK,2009,,N,,,,,,
1232,"Priestley, J B",Salt is leaving,37.24,"UK 1/1 HB Pan, 1966. (Library Edition), F/F, light wear only. Small section missing from blank endpaper",Y,1,,1,Hard Cover,,,Pan,First Edition,F,F,n/a,UK,1966,,Y,37.24,,,,,
672,"Pryce, Malcolm",The unbearable lightness of being in Aberystwyth,12.5,"UK 1st Uncorrected Proof Copy, Bloomsbury 2005, VG. A little rubbed to front edge of spine.",Y,1,,2,Mass Market Paperback,Proof,,Bloomsbury,First Edition,VG,No Jacket,0747577129,UK,2005,,Y,12.24,,,,,
1000,"Pryce, Malcolm",Last tango in aberystwyth,7.24,"UK 1/1 PBO, Bloomsbury 2003. VG condition, lightest of wear to edges only.",Y,1,,1.99,Mass Market Paperback,,,Bloomsbury,First Edition,VG,No Jacket,0747566577,UK,2003,,Y,7.24,,,,,
1242,"Pryce, Malcolm",Last tango in aberystwyth,12.24,"UK 1/1 PBO, Bloomsbury 2003. Fine condition",Y,1,,0.8,Mass Market Paperback,,,Bloomsbury,First Edition,F,No Jacket,0747566577,UK,2003,,Y,12.24,,,,,
452,"Rankin, Ian",Watchman,25,"UK 1st paperback edn, Coronet Crime 1990. Signed to title page by author with 0&X motif.Rubbed edges, couple of creases to spine, 2cm split to base of spine & rear cover. Tidy copy of rare title.",Y,1,,2.49,Mass Market Paperback,,Signed by Author,Coronet,First Paperback Edition,VG,No Jacket,340509201,UK,1990,,Y,30,,,,,
935,"Rankin, Ian",Rebus's Scotland,22.24,"UK 1/1 HB, Orion 2005. VG/VG. Light wear to spine.",Y,1,,1.25,Hard Cover,,,Orion,First Edition,VG,VG,0752852450,UK,2005,,Y,22.24,,,,,
1599,"Rankin, Robert",They came and ate us,17.24,"UK 1st thus, Bloomsbury 1991. Scarce Trade Paperback edition issued simultaneously with hardcover. VG+ condition, light wear to edges only",Y,1,,2,Trade Paperback,,,Bloomsbury,First Edition,VG,No Jacket,0747508186,UK,1991,,Y,17.24,,,,,
1612,"Rankin, Robert",The Witches of Chiswick,22.24,"UK uncorrected proof copy, Gollancz 2003. Trade paperback format with pub details to rear of lilac card covers. Fine condition. Also with original pro of dustjacket and publishers info sheet. ",Y,1,,0,Trade Paperback,Proof,,Gollancz,First Edition,Fine,Fine,0575073144,UK,2003,,Y,22.24,,,,,
1682,"Ransley, Peter",Plague Child,27.2,"UK pre pub pro of copy, Harper Press 2011. Trade paperback format with pub details to rear. VG condition, light wear to edges and light surface wear to glossy covers. Interesting debut novel getting some very good reviews.",Y,1,,1.99,Trade Paperback,Proof,,Harper Press,First Edition,VG,No Jacket,9780007312351,UK,2011,,Y,27.2,,,,,
780,"Reichs, Kathy",Death du jour,27.24,"UK uncorrected proof, Heinemann 1999. VG, light creasing to spine.",Y,1,,2,Trade Paperback,Proof,,William Heinemann,First Edition,VG,No Jacket,0434007366,UK,1999,,Y,27.24,,,,,
884,"Reichs, Kathy",Death du jour,20,"UK 1/1HB, Heinemann, 1999. VG/VG, light rubbing to edges of book & DJ.",Y,1,,1,Hard Cover,,,William Heinemann,First Edition,VG,VG,0434007366,UK,1999,,Y,22.24,,,,,
941,"Reichs, Kathy",Deja Dead,32.24,"UK uncorrected proof, 1998 Random House. VG, light rubbing to edges",Y,1,,3.28,Trade Paperback,Proof,,Random House,First Edition,VG,No Jacket,0434004278,UK,1998,,Y,32.24,,,,,
978,"Reichs, Kathy",Fatal Voyage,22.25,"UK uncorrected proof copy, Heinemann 2001. F condition",Y,1,,1.5,Trade Paperback,Proof,,William Heinemann,First Edition,F,No Jacket,0434008303,UK,2001,,Y,22.24,,,,,
1017,"Reichs, Kathy",Death du jour,17.24,"UK 1/1 HB, Wm Heinemann, 1999. VG/VG, light edge wear only.",Y,1,,2,Hard Cover,,,William Heinemann,First Edition,VG,VG,0434007366,UK,1999,,,,,,,,
1173,"Reichs, Kathy",Death du jour,17.24,"USA 1/1 HB, Scribner 1999. VG/VG, light wear only.",Y,1,,1.49,Hard Cover,,,Scribners,First Edition,VG,VG,0684841185,UK,1999,,Y,17.24,,,,,
1435,"Reichs, Kathy",Deja Dead,47.24,"UK 1/1 HB, Heinemann 1998. Signed by Author to border of title page in black ink. Nr F / Nr F, light shelfwear only.",Y,1,,2,Hard Cover,,Signed by Author,William Heinemann,First Edition,Nr F,Nr F,0434004278,UK,1998,,Y,47.24,,,,,
1436,"Reichs, Kathy",Death du jour,42.24,"UK 1/1HB, Heinemann 1999. Signed by Author to title page border in black ink. With original publishers wraparound band. Nr F/ Nr F, lightest of wear to top edge of spine only",Y,1,,2,Hard Cover,,Signed by Author,William Heinemann,First Edition,Nr F,Nr F,0434007366,UK,1999,,Y,42.24,,,,,
1448,"Reichs, Kathy",Bones to ashes,17.24,"UK Uncorrected proof, Heinemann 2007. Trade paperback format as issued with card covers. Fine condition",Y,1,,2.7,Trade Paperback,Proof,,William Heinemann,First Edition,F,No Jacket,9780434014620,UK,2007,,Y,17.24,,,,,
1449,"Reichs, Kathy",Break no bones,17.24,"UK Uncorrected proof, Heinemann 2006. Trade paperback format as issued with card covers. VG+ condition, light wear only",Y,1,,1.99,Trade Paperback,Proof,,William Heinemann,First Edition,VG,No Jacket,9780434010424,UK,2006,,Y,17.24,,,,,
1450,"Reichs, Kathy",Monday Mourning,17.24,"UK 1/1 HB, Heinemann 2004. Signed by author to title page. Nr F / Nr F, light shelfwear only",Y,1,,2.49,Hard Cover,,Signed by Author,William Heinemann,First Edition,Nr F,Nr F,0434010383,UK,2004,,Y,17.24,,,,,
1451,"Reichs, Kathy",Cross Bones,17.24,"UK 1/1 HB, Heinemann 2005. Signed by Author to title page. F/F, new book",Y,1,,14.99,Hard Cover,,Signed by Author,William Heinemann,First Edition,F,F,0434010405,UK,2005,,Y,17.24,,,,,
1452,"Reichs, Kathy",Fatal voyage,22.24,"UK 1/1 HB, Heinemann 2001. Signed by author to border of title page in black ink. VG/VG, gentle wear to edges, minor chip to rear top corner. ",Y,1,,2,Hard Cover,,Signed by Author,William Heinemann,First Edition,VG,VG,0434008303,UK,2001,,Y,22.24,,,,,
1453,"Reichs, Kathy",Deadly Decisions,17.24,"UK 1/1 HB, Heinemann 2000.VG/VG, light shelfwear to edges only",Y,1,,1,Hard Cover,,,William Heinemann,First Edition,VG,VG,0434008206,UK,2000,,Y,17.24,,,,,
1454,"Reichs, Kathy",Bare Bones,22.24,"UK 1/1 HB, Heinemann 2003. Signed by author to title page. VG/VG, light shelfwear only",Y,1,,2,Hard Cover,,Signed by Author,William Heinemann,First Edition,VG,VG,0434010367,UK,2003,,Y,22.24,,,,,
1579,"Reichs, Kathy",grave secrets,32.24,"UK 1/1 HB, William Heinemann 2002. signed by Kathy Reichs to title page. F/F",Y,1,,16.99,Hard Cover,,Signed by Author,William Heinemann,First Edition,Fine,Fine,0434008400,UK,2002,,Y,32.24,,,,,
1396,"Scott, Alicia",Marrying Mike … Again,12.24,"Silhouette PBO, 2000. Lisa Gardner pseudonmym. VG condition, light creasing to spine",Y,1,,0.69,Mass Market Paperback,,,Silhouette,First Edition,VG,No Jacket,037307980x,UK,2000,,Y,12.24,,,,,
1394,"Seymour, E V",The last exile,5.99,"UK Uncorrected proof, Mira 2008. Signed by E V Seymour to title page. Fine condition, lightest of wear only. Promising debut novel. MM Paperback format as issued with card covers.",Y,1,,0,Mass Market Paperback,Proof,Signed by Author,Mira,First Edition,F,No Jacket,9780778302414,UK,2008,,Y,5.99,,,,,
732,"Shan, Darren",Allies of the night,7.25,"UK 1/1 PBO, Collins 2002. VG. Book 8 in the Series",Y,1,,0.99,Mass Market Paperback,,,Collins,First Edition,VG,No Jacket,000713780,UK,2002,8,Y,7.24,,,,,
758,"Shan, Darren",The Lake of Souls,7.99,"UK 1/1 PBO, Collins 2003. VG. Book 10 in the Series. Does not have the free tattoo's that some 1st's include.",Y,1,,0.79,Trade Paperback,,,Collins,First Edition,VG,No Jacket,0007159196,UK,2003,10,Y,7.99,,,,,
841,"Shan, Darren",Allies of the night,5.74,"UK 1/1 PBO, Collins 2002. VG. Book 8 in the Series",Y,1,,0.75,Mass Market Paperback,,,Collins,First Edition,VG,No Jacket,000713780,UK,2002,8,Y,5.74,,,,,
1027,"Shan, Darren",Trials of Death,7.24,"UK 1/1 PBO, Collins 2001. VG, some creasing to cover and edges.",Y,1,,1.99,Mass Market Paperback,,,Collins,First Edition,VG,No Jacket,0007114400,UK,2001,5,Y,7.24,,,,,
1133,"Shan, Darren",Tunnels of Blood,7.24,"UK 1/1 PBO, Collins 2000. Nr F, light handling wear only. Book 3 in the Series",Y,1,,0.99,Mass Market Paperback,,,Collins,First Edition,F,No Jacket,0006755143,UK,2000,3,Y,7.24,,,,,
1134,"Shan, Darren",Vampire Mountain,7.24,"UK 1/1 PBO, Collins 2001. VG, light creasing to cover and edges.",Y,1,,0.99,Mass Market Paperback,,,Collins,First Edition,VG,No Jacket,0007114419,UK,2001,4,Y,7.24,,,,,
1135,"Shan, Darren",Trials of Death,4.99,"UK 1/1 PBO, Collins 2001. VG condition, light creasing to cover.",Y,1,,0.99,Mass Market Paperback,,,Collins,First Edition,VG,No Jacket,0007114400,UK,2001,5,D,,,,,,
1136,"Shan, Darren",The Vampire Prince,3.24,"UK 1/1 PBO, Collins 2002. VG condition, light creasing to cover and single reading crease to spine.",Y,1,,0.99,Mass Market Paperback,,,Collins,First Edition,VG,No Jacket,0007115164,UK,2002,6,Y,3.24,,,,,
1142,"Shan, Darren",Killers of the Dawn,12.24,"UK 1/1 PBO, Collins 2003. VG. Light wear only. Book 9 in the Series.",Y,1,,1.49,Trade Paperback,,,Collins,First Edition,VG,No Jacket,0007137818,UK,2003,9,Y,12.24,,,,,
1143,"Shan, Darren",Lord of the Shadows,12.24,"UK 1/1 PBO, Collins 2004. VG. Light wear to covers. Book 11 in the Series.",Y,1,,1.49,Trade Paperback,,,Collins,First Edition,VG,No Jacket,000715920x,UK,2004,11,Y,12.24,,,,,
1161,"Shan, Darren",Lord of the Shadows,12.24,"UK 1/1 PBO, Collins 2004. VG. Light wear to covers. Book 11 in the Series.",Y,1,,0.75,Trade Paperback,,,Collins,First Edition,VG,No Jacket,000715920x,UK,2004,11,Y,12.24,,,,,
